ID,AcceptedCmp1,AcceptedCmp2,Education,Marital_Status,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
2564,0,0,Graduation,Together,1953,61278,87,111,3,28,2,6,2,3,1,4,6
946,0,0,2n Cycle,Together,1958,26490,92,45,47,52,21,20,2,3,1,5,6
3867,0,0,PhD,Together,1947,73059,36,410,112,420,0,82,1,9,3,13,4
6940,0,0,PhD,Single,1966,46734,86,100,1,39,6,1,4,3,2,3,6
55,0,0,Graduation,Together,1963,56253,83,509,0,65,7,11,4,7,2,9,6
7093,0,0,Graduation,Married,1985,19986,74,3,6,5,0,2,1,0,0,3,7
5084,0,0,Graduation,Widow,1975,58330,87,445,53,213,104,98,1,6,4,13,4
1777,0,0,Basic,Married,1980,25965,29,2,2,11,41,7,1,2,0,3,8
8162,0,0,Master,Together,1956,14661,88,4,1,11,6,2,1,1,0,3,6
10826,0,0,Graduation,Married,1959,18690,77,6,1,7,23,4,1,1,1,2,8
8754,0,0,PhD,Together,1974,45068,25,14,0,3,0,0,1,1,0,2,7
1987,0,0,Basic,Single,1987,21063,34,1,10,11,19,3,2,2,0,3,6
11007,0,0,PhD,Married,1968,29187,43,26,0,6,0,0,1,1,0,3,8
7426,0,0,2n Cycle,Married,1971,54690,76,111,16,37,7,9,3,3,1,5,3
9153,0,0,PhD,Married,1964,59304,81,418,61,428,80,51,3,7,8,10,5
10379,0,0,Master,Single,1962,59247,87,327,9,122,19,14,5,5,2,9,6
9204,0,0,Graduation,Widow,1970,66731,33,371,159,194,58,106,4,4,3,6,3
3197,0,0,Graduation,Married,1980,77353,38,275,59,107,69,101,2,6,4,8,4
2920,0,0,PhD,Single,1975,52614,63,789,0,142,12,9,2,2,4,8,8
6961,0,0,Graduation,Married,1974,26751,26,1,1,5,0,3,1,1,0,2,8
4673,1,0,PhD,Married,1963,81300,17,1004,12,145,32,12,3,10,3,5,5
9937,0,0,Graduation,Single,1979,70337,75,187,81,149,25,43,1,2,2,12,1
8779,0,0,2n Cycle,Married,1985,36145,13,56,4,76,17,1,4,4,1,3,9
9596,0,0,PhD,Single,1980,65295,19,365,32,117,34,110,1,3,3,13,2
2891,0,0,Graduation,Divorced,1963,68118,51,595,23,123,10,23,2,8,9,4,6
4910,0,0,Graduation,Divorced,1967,68743,81,1132,134,384,175,134,1,11,5,13,7
75,0,0,2n Cycle,Together,1982,41039,32,34,11,137,179,61,1,8,1,5,8
10120,0,0,Graduation,Together,1955,38946,84,116,6,82,6,6,2,3,1,6,5
6327,0,0,Graduation,Together,1967,65777,87,565,32,435,28,32,1,2,8,6,1
10142,0,0,PhD,Divorced,1976,66476,99,372,18,126,47,48,2,5,2,11,4
9826,0,0,PhD,Single,1972,86857,96,899,102,838,133,102,1,5,6,10,2
1501,0,0,PhD,Married,1982,160803,21,55,16,1622,17,3,15,0,28,1,0
10767,1,0,PhD,Together,1989,77845,40,760,40,480,0,40,1,3,5,12,1
7279,0,0,PhD,Together,1969,69476,3,260,86,559,63,9,1,4,6,4,2
7230,0,0,PhD,Divorced,1960,50611,98,459,0,24,6,0,6,4,5,7,6
143,0,0,Graduation,Single,1970,61209,73,466,0,224,119,49,1,5,3,4,2
450,0,0,Master,Together,1958,42315,90,67,15,80,17,11,3,1,4,4,3
9316,0,0,Basic,Together,1952,13084,29,2,0,7,3,7,1,1,0,3,6
6379,0,0,Master,Widow,1949,47570,3,67,1,20,0,2,3,2,2,2,7
9239,0,0,Master,Married,1961,61923,94,92,4,18,3,3,1,2,1,4,3
8315,0,0,Graduation,Single,1995,34824,65,4,2,11,2,0,1,1,0,2,6
2868,0,0,PhD,Single,1949,26518,33,20,1,28,3,3,3,2,0,3,8
10888,0,0,Graduation,Single,1961,45938,46,273,11,178,62,83,2,8,4,6,6
1277,1,0,Graduation,Together,1960,78468,29,434,22,388,104,22,1,10,7,10,4
9977,0,0,Graduation,Divorced,1973,78901,99,321,11,309,33,26,3,9,3,5,4
10196,0,0,Graduation,Married,1978,71427,26,212,123,177,15,64,2,8,2,8,4
6384,0,0,Graduation,Divorced,1978,71022,30,909,12,278,0,12,3,5,2,11,8
8029,1,0,Master,Single,1988,90247,27,1184,32,352,21,16,1,3,4,7,1
968,0,0,Master,Divorced,1968,41335,24,112,19,21,16,14,3,4,1,4,7
6988,0,0,Graduation,Married,1986,71952,93,656,80,455,52,107,2,8,4,8,4
4472,0,0,PhD,Divorced,1970,35682,34,23,0,8,6,2,1,1,1,3,2
6991,0,0,Graduation,Divorced,1951,43185,88,537,6,42,16,6,2,9,3,6,8
3336,0,0,PhD,Together,1948,66375,96,712,0,45,0,0,3,2,4,5,7
4301,0,0,Master,Married,1971,35178,10,23,1,13,2,2,1,1,1,2,7
1940,0,0,Graduation,Married,1986,25252,26,1,3,4,2,2,1,1,0,2,8
1272,0,0,Master,Single,1965,55250,49,664,58,83,32,0,4,7,5,10,5
1388,0,0,Graduation,Single,1975,33249,11,6,10,21,19,14,2,2,1,3,6
1044,0,0,Graduation,Together,1953,58398,44,299,5,201,21,21,3,5,4,8,4
6969,0,0,Graduation,Together,1982,50272,75,99,13,66,43,8,3,4,1,5,7
10479,0,0,PhD,Married,1975,76618,64,749,40,294,121,160,1,3,2,5,1
3619,0,0,2n Cycle,Divorced,1960,87305,19,345,25,501,63,138,1,5,3,8,2
1715,0,0,Graduation,Together,1978,25851,45,9,4,18,7,5,2,2,0,3,7
10159,0,0,Graduation,Divorced,1970,58710,77,440,81,368,0,122,6,11,5,9,6
1463,0,0,Graduation,Single,1958,45160,9,8,2,5,3,0,1,1,0,2,7
5114,0,0,Master,Married,1965,74806,1,670,9,249,0,28,2,5,4,5,4
4990,0,0,Graduation,Married,1954,59111,90,524,0,134,28,28,1,11,1,8,7
4329,0,0,PhD,Married,1984,18988,43,6,0,6,2,1,2,1,0,3,7
10936,0,0,Graduation,Married,1965,72190,79,597,166,597,172,166,1,5,6,4,3
4692,0,0,Graduation,Married,1976,7500,19,7,0,12,13,7,5,4,1,2,9
7212,0,0,Graduation,Married,1966,44794,99,54,0,7,0,0,1,2,0,3,6
6086,1,0,Graduation,Married,1955,80395,62,445,25,706,80,76,1,6,5,12,2
437,0,0,Master,Divorced,1976,75012,41,294,142,218,164,58,1,3,8,11,1
11171,0,0,Master,Married,1965,56962,60,292,3,77,10,3,7,6,3,5,7
11101,0,0,Graduation,Together,1991,89891,17,412,22,132,59,28,1,11,6,8,4
5329,0,0,PhD,Divorced,1949,35946,24,8,0,3,0,0,1,0,0,3,5
610,0,0,PhD,Together,1953,53593,60,349,4,78,6,0,8,7,2,6,8
9384,0,0,Graduation,Married,1978,66373,57,328,9,124,12,24,7,4,2,10,3
5956,0,0,PhD,Divorced,1948,45072,74,144,2,99,7,2,5,6,1,4,8
10430,1,0,Graduation,Divorced,1973,89694,22,1126,28,211,37,28,3,4,3,4,5
7875,1,0,Graduation,Married,1949,72025,46,967,0,617,43,50,1,4,8,13,2
7072,0,0,Graduation,Married,1973,67432,69,432,79,341,177,136,2,8,5,4,4
6255,0,0,Master,Together,1952,70545,29,138,39,63,55,18,1,4,1,7,2
6516,0,0,Basic,Married,1989,17487,37,0,0,1,7,4,1,1,0,2,7
5564,0,0,Graduation,Together,1969,62882,26,509,133,497,78,24,2,7,5,6,4
5682,0,0,PhD,Single,1953,64108,8,948,10,86,13,21,4,6,9,11,5
7458,0,0,Master,Together,1956,34941,26,39,2,25,4,3,2,3,0,3,8
5237,0,0,PhD,Single,1950,48767,79,28,1,21,3,0,3,2,1,3,5
7761,0,0,2n Cycle,Together,1978,38702,71,13,11,24,13,8,2,3,0,4,6
5278,1,0,Graduation,Married,1964,82224,83,307,26,360,138,31,1,6,9,5,3
3560,0,0,Graduation,Together,1952,83844,57,901,31,345,75,31,1,4,4,11,1
7235,0,0,2n Cycle,Married,1975,17003,37,2,5,12,4,8,3,2,0,4,5
10548,0,0,Graduation,Single,1995,71163,30,283,17,372,138,106,1,3,8,12,1
2281,0,0,Graduation,Single,1970,33697,34,4,3,7,0,3,1,1,0,2,7
4073,0,0,2n Cycle,Married,1954,63564,0,769,80,252,15,34,1,10,10,7,6
6974,0,0,PhD,Together,1972,83443,89,518,42,742,55,56,1,6,10,5,2
7938,0,0,PhD,Together,1958,51518,92,350,8,66,17,4,2,3,2,10,3
7094,0,0,Graduation,Widow,1975,58330,87,445,53,213,104,98,1,6,4,13,4
3667,1,0,Graduation,Married,1969,80952,20,778,178,689,41,27,1,8,5,11,8
7723,0,0,Graduation,Together,1979,75507,56,709,93,374,104,80,1,8,6,6,3
3870,0,0,2n Cycle,Together,1978,63855,28,359,35,314,93,116,1,7,3,13,4
4012,0,0,PhD,Together,1972,62220,55,799,12,375,16,12,5,7,6,5,6
5909,0,0,Graduation,Married,1964,58512,25,895,10,101,13,0,5,3,4,8,8
10470,0,0,Master,Married,1979,40662,0,40,2,23,0,4,2,2,1,3,4
6488,0,0,PhD,Married,1959,38829,86,76,0,7,0,0,1,3,2,2,5
10270,0,0,2n Cycle,Married,1981,35523,8,11,5,22,12,5,2,3,0,3,7
6887,0,0,Graduation,Single,1967,79146,33,245,16,223,21,43,2,8,1,8,6
6406,0,0,Master,Married,1988,78285,13,647,107,391,175,67,1,6,4,10,3
7573,0,0,PhD,Single,1978,31626,12,39,1,9,2,1,1,2,1,2,7
4508,0,0,Graduation,Single,1952,75127,92,203,35,305,46,17,1,2,11,5,1
221,0,0,Graduation,Married,1955,48726,90,138,3,38,4,0,3,3,2,4,6
5331,0,0,Graduation,Married,1977,74985,8,587,51,898,247,0,1,3,6,7,2
1911,0,0,Graduation,Together,1987,67430,6,595,97,291,127,133,1,11,5,12,6
20,0,0,2n Cycle,Married,1965,46891,91,43,12,23,29,15,1,2,1,4,4
8786,0,0,Master,Married,1956,62058,52,301,7,74,10,0,4,6,1,7,6
10582,0,0,Graduation,Married,1979,72063,3,180,32,348,76,32,2,5,2,12,2
1915,0,0,PhD,Married,1951,78939,57,794,115,243,150,0,1,8,5,6,3
8897,0,0,Graduation,Single,1965,42720,9,392,5,91,28,26,8,7,3,7,8
2371,0,0,Graduation,Married,1972,33622,22,39,1,22,3,4,3,2,0,4,7
4303,0,0,PhD,Together,1957,6835,76,107,2,12,2,2,0,0,0,1,20
6825,0,0,Graduation,Together,1953,41452,86,13,0,3,0,0,1,1,0,2,7
1072,0,0,PhD,Single,1965,40760,64,70,0,17,0,0,2,2,1,3,6
4964,0,0,PhD,Together,1958,74250,90,680,11,392,75,0,1,2,11,4,1
2461,0,0,Master,Single,1955,51124,79,26,1,11,0,1,2,1,0,3,3
10736,0,0,Graduation,Single,1971,72258,28,522,0,522,227,120,2,6,9,5,2
3194,0,0,PhD,Single,1974,71466,86,412,12,546,78,182,1,4,4,10,1
10839,0,0,Graduation,Together,1976,36283,42,6,5,5,8,0,2,1,0,3,4
49,0,0,Graduation,Single,1970,20587,39,2,3,6,4,1,1,1,1,2,7
4290,0,0,Graduation,Married,1972,30467,8,1,3,8,2,5,1,1,0,2,7
10219,0,0,Graduation,Together,1972,31590,40,6,2,15,6,6,1,1,0,3,8
4211,0,0,Basic,Married,1986,20425,5,4,12,5,3,16,2,2,0,3,7
1135,0,0,Master,Together,1960,17144,96,18,2,19,0,2,5,3,0,4,7
6299,0,0,PhD,Divorced,1968,42564,28,324,48,186,39,18,6,6,8,4,7
10846,0,0,Master,Married,1978,43783,22,327,9,125,25,4,6,7,1,8,7
347,0,0,Graduation,Divorced,1976,40780,30,229,27,71,13,3,4,7,1,5,9
6543,0,0,Master,Together,1945,62847,45,521,168,706,80,76,1,3,6,4,2
10446,1,0,PhD,Married,1957,82017,58,184,23,446,30,23,1,5,4,7,2
3479,0,0,Graduation,Single,1950,16813,49,4,8,11,12,2,1,2,0,3,7
11075,0,0,Graduation,Married,1978,51267,37,183,2,64,7,2,4,3,3,5,4
4442,0,0,Graduation,Single,1961,46524,70,31,19,35,26,14,2,1,1,5,3
199,0,0,Master,Single,1962,45183,33,219,3,60,12,9,1,4,1,7,7
6722,0,0,PhD,Married,1954,70421,98,479,28,136,75,14,3,10,3,7,6
796,0,0,2n Cycle,Divorced,1965,60161,17,584,44,212,46,8,3,11,4,8,8
3749,0,0,Graduation,Together,1973,73926,54,627,91,597,159,91,1,6,5,12,3
8523,0,0,Graduation,Married,1968,19329,39,24,1,16,12,2,3,4,0,3,8
310,0,0,Master,Married,1970,61872,81,330,5,159,36,27,4,4,4,9,4
8629,0,0,Graduation,Widow,1956,46984,71,19,1,10,2,1,1,1,0,3,5
236,0,0,Graduation,Married,1951,34838,62,28,23,29,29,14,3,2,1,4,6
9930,0,0,PhD,Single,1944,82716,8,606,148,228,15,148,1,6,8,13,2
3483,1,1,Graduation,Married,1958,48192,76,1039,43,204,153,58,3,2,8,12,8
4599,0,0,Master,Married,1976,49681,66,411,0,26,0,0,6,7,1,7,7
7326,0,0,Master,Married,1971,56850,83,34,1,19,2,7,1,1,1,3,2
7352,0,0,Graduation,Married,1957,55267,28,161,28,136,32,3,4,3,4,6,3
2350,0,0,Graduation,Married,1972,59666,87,623,53,178,23,17,7,3,2,8,8
9145,0,0,Graduation,Single,1972,72504,43,604,26,470,123,161,2,5,9,6,2
2964,0,0,Graduation,Married,1981,26872,0,3,10,8,3,16,1,1,1,2,6
5585,0,0,Graduation,Single,1972,21359,1,12,2,17,6,1,2,2,0,3,8
9687,0,0,Graduation,Single,1975,73170,1,184,174,256,50,30,1,5,4,6,2
3732,0,0,Master,Married,1955,52750,72,393,0,239,90,69,6,5,7,9,4
6303,0,0,PhD,Together,1986,91820,72,410,73,747,76,161,0,5,5,12,1
11176,0,0,PhD,Together,1970,65968,12,376,9,83,19,4,2,5,4,7,3
2986,0,0,Graduation,Married,1976,30772,89,7,2,4,2,1,1,1,0,2,6
7462,0,0,Graduation,Single,1954,22507,67,68,0,226,51,157,3,10,2,4,9
3900,0,0,Graduation,Married,1972,65685,54,642,14,49,0,7,1,9,2,9,5
7034,0,0,2n Cycle,Married,1978,25804,34,8,7,9,13,6,2,2,0,3,8
9493,1,0,PhD,Single,1980,76412,15,840,53,804,23,71,1,5,4,8,3
1143,0,0,Graduation,Married,1972,22063,43,7,10,13,3,11,2,2,0,3,7
1,0,1,Graduation,Single,1961,57091,0,464,5,64,7,0,1,7,3,7,5
3855,0,0,Graduation,Married,1963,22419,74,30,3,47,19,21,1,3,2,2,8
5536,1,1,Graduation,Together,1959,87771,61,1492,38,287,50,57,1,5,10,4,6
5989,0,0,2n Cycle,Divorced,1959,78353,51,752,122,476,39,153,1,10,2,11,8
9499,0,0,Graduation,Married,1954,93404,97,1279,15,287,20,0,3,3,4,7,5
6768,0,0,Graduation,Divorced,1962,37859,75,22,1,8,2,1,2,1,0,3,8
2150,0,0,PhD,Widow,1958,80995,83,860,28,409,73,56,1,8,9,4,4
6646,0,0,Graduation,Together,1984,16529,23,3,0,5,13,0,1,1,0,3,6
4887,0,0,PhD,Divorced,1976,55412,65,10,5,28,11,1,1,2,0,3,5
8560,0,0,Graduation,Single,1992,48789,94,351,16,156,7,5,1,6,4,7,6
3321,0,0,PhD,Together,1967,56575,42,421,5,90,0,16,3,7,3,7,5
11003,0,0,2n Cycle,Together,1980,25130,10,2,5,7,0,18,2,2,0,3,7
10402,0,0,Graduation,Married,1967,35441,94,25,1,9,2,1,2,1,0,3,8
9904,0,0,Graduation,Married,1956,71391,50,336,123,274,46,123,5,6,5,12,3
6141,0,0,Master,Single,1972,49494,46,191,9,97,0,6,2,6,1,5,7
5687,0,0,Graduation,Divorced,1980,81702,98,563,50,774,28,31,1,7,7,12,3
10856,0,0,2n Cycle,Single,1980,45889,42,31,0,6,0,1,1,1,0,3,6
5121,0,0,Graduation,Single,1977,56628,30,479,5,82,7,17,2,7,6,5,5
4186,0,0,Graduation,Together,1950,34026,11,18,6,15,12,8,3,2,1,3,5
368,0,0,Graduation,Married,1974,40049,61,91,65,52,10,44,3,3,2,6,5
3312,0,0,Graduation,Single,1988,34176,12,5,7,24,19,14,4,3,0,4,6
11121,0,0,Graduation,Married,1981,19419,76,2,14,28,16,3,4,4,0,3,9
5332,0,0,2n Cycle,Married,1960,82504,2,362,50,431,134,35,1,3,6,7,1
5848,0,1,Graduation,Together,1970,81205,43,724,74,929,97,55,1,5,6,7,2
10343,0,0,2n Cycle,Single,1991,61618,27,605,91,399,0,45,2,3,6,8,3
5935,0,0,Master,Single,1956,55284,60,547,7,140,0,7,3,7,5,8,5
2895,0,0,Graduation,Single,1963,49980,79,104,1,54,13,9,2,3,1,5,5
10262,0,0,Graduation,Married,1980,15072,96,8,2,15,0,10,4,3,1,3,5
7848,0,0,Graduation,Single,1974,49166,17,224,2,25,7,0,2,5,3,3,6
9477,0,0,PhD,Married,1954,65324,0,384,0,102,21,32,3,6,2,9,4
4856,1,0,2n Cycle,Married,1957,82347,38,556,54,845,202,133,1,7,7,10,3
7186,0,0,PhD,Together,1966,30843,43,24,0,2,0,0,2,1,1,2,5
5794,1,0,PhD,Married,1974,46374,1,408,0,21,0,0,3,7,1,7,8
1456,0,0,Graduation,Single,1979,60474,25,265,199,303,234,9,7,10,2,12,7
4877,0,0,Master,Married,1973,38576,2,34,0,7,0,0,1,1,0,3,7
425,0,0,Graduation,Married,1985,55357,66,374,64,116,84,25,3,6,2,11,5
3007,0,0,Graduation,Together,1966,37758,49,27,2,10,0,0,2,1,0,3,8
1031,0,0,2n Cycle,Married,1989,85710,5,600,20,350,29,30,1,6,9,10,2
4297,0,0,Graduation,Together,1969,23228,71,13,2,18,6,1,2,2,0,3,8
807,0,0,Master,Together,1969,44602,35,167,2,89,0,0,6,6,1,4,8
9553,0,0,Graduation,Married,1987,7500,94,0,2,3,4,1,1,0,0,3,6
4271,0,0,2n Cycle,Together,1989,38683,80,46,35,69,84,41,6,4,1,6,7
4120,0,0,2n Cycle,Single,1975,49514,61,88,39,78,58,13,2,6,1,4,7
2036,0,0,PhD,Together,1973,57906,29,243,11,119,10,3,3,4,2,8,4
115,0,0,Master,Single,1966,43456,0,275,11,68,25,7,3,5,1,8,5
4259,0,0,Master,Single,1986,19485,80,6,0,4,0,0,1,1,0,2,7
8687,0,0,Graduation,Together,1978,53172,54,121,62,90,68,20,3,2,3,8,3
2447,0,0,Graduation,Together,1979,30545,71,4,12,15,19,7,2,2,0,3,7
10140,0,1,PhD,Together,1983,70123,27,1308,0,396,23,0,1,5,7,4,3
9353,0,0,Graduation,Single,1959,62450,61,515,47,267,62,66,2,5,5,4,3
3623,0,0,Graduation,Together,1976,21675,55,4,0,16,17,4,3,4,0,3,7
738,0,0,2n Cycle,Single,1981,42395,35,48,13,57,24,15,4,3,1,4,7
7631,0,0,Master,Together,1978,61346,34,562,58,168,43,16,1,5,7,10,3
4789,1,0,Graduation,Together,1953,80812,95,769,22,500,210,143,1,4,8,5,2
773,0,0,Master,Divorced,1971,42835,64,379,4,93,12,9,7,6,6,4,6
10602,0,0,Graduation,Married,1983,39922,30,29,12,59,19,1,2,3,0,4,8
1446,0,0,Master,Single,1956,86424,12,387,68,569,89,45,1,6,9,12,1
3270,0,0,2n Cycle,Together,1978,17117,96,12,23,38,30,18,4,3,1,3,9
8443,0,0,Graduation,Single,1972,24762,16,6,10,12,3,15,3,3,1,2,8
9653,0,0,Graduation,Married,1975,35797,16,27,1,14,4,1,2,2,0,3,8
8916,0,0,Graduation,Divorced,1975,36627,78,9,1,5,0,0,1,0,0,3,5
8017,0,0,2n Cycle,Married,1981,51111,83,22,0,19,6,5,2,2,0,3,6
5830,0,0,PhD,Single,1972,86857,96,899,102,838,133,102,1,5,6,10,2
4597,0,0,PhD,Together,1970,82072,67,889,55,685,168,92,1,3,2,13,1
7023,0,0,PhD,Single,1953,46231,87,189,2,55,0,5,4,6,1,4,9
8086,0,0,Graduation,Married,1959,42243,34,48,0,2,0,0,2,2,0,3,7
8825,0,0,Graduation,Together,1962,51195,46,230,14,156,82,24,8,9,2,5,8
2930,0,0,Master,Single,1978,68092,7,852,60,207,78,36,2,2,6,10,5
1928,0,0,Graduation,Married,1973,31814,73,35,3,20,4,1,2,2,0,3,9
7108,0,0,Master,Widow,1965,51390,54,205,20,47,23,2,6,5,2,5,5
10925,0,0,Graduation,Married,1983,76630,93,255,31,446,40,56,1,3,10,11,1
9960,0,0,Basic,Single,1991,26868,52,0,0,1,8,3,1,1,0,2,7
8800,0,0,PhD,Divorced,1943,48948,53,437,8,206,160,49,2,7,10,5,6
9224,0,0,PhD,Single,1972,55260,81,825,8,53,11,0,2,8,10,5,6
5519,0,0,Graduation,Together,1956,64090,8,316,58,161,76,51,1,6,9,4,5
5046,0,0,Graduation,Divorced,1958,78331,97,756,138,354,160,169,2,10,6,7,4
7037,0,0,PhD,Married,1974,37087,50,194,55,134,15,0,3,4,2,8,6
905,0,0,Graduation,Divorced,1986,21846,38,7,17,18,6,10,4,4,0,3,8
8624,0,0,Graduation,Married,1958,81320,61,183,33,493,59,103,1,4,3,10,2
8945,0,0,Graduation,Divorced,1970,54137,46,171,0,11,0,1,2,4,1,4,6
6445,0,0,Graduation,Together,1967,66825,73,243,101,405,29,40,1,4,5,6,2
2727,0,0,Graduation,Together,1973,57100,19,181,21,69,39,3,1,3,3,6,3
6404,0,0,Graduation,Together,1969,58917,10,151,7,89,0,7,5,4,1,6,5
11074,0,0,Graduation,Single,1977,85072,94,494,92,391,194,11,1,3,4,10,0
10150,1,0,Graduation,Single,1961,86429,10,464,28,873,29,18,0,7,4,7,2
1968,0,0,Graduation,Widow,1971,45684,37,5,1,5,10,0,1,1,0,2,7
6534,0,0,Graduation,Together,1974,47889,94,29,0,29,0,5,1,2,0,3,5
9485,0,0,PhD,Married,1986,45921,23,102,9,49,24,3,1,2,1,6,4
7053,0,0,PhD,Single,1966,78420,75,604,28,674,91,28,1,3,10,8,1
4654,0,0,Graduation,Together,1992,75114,40,571,12,523,63,60,1,3,10,5,2
9760,0,0,PhD,Widow,1963,52278,24,953,0,71,0,0,6,10,5,10,8
1048,0,0,Master,Married,1972,35641,11,63,3,67,8,9,2,3,1,4,7
10619,0,0,Graduation,Single,1994,95529,29,770,29,890,250,27,1,7,3,7,3
9308,0,0,Graduation,Married,1954,62820,51,398,61,265,138,61,1,3,4,6,1
10505,0,0,Master,Together,1960,73113,86,741,19,154,50,9,1,3,4,7,2
8362,0,0,PhD,Married,1982,84169,9,1478,19,403,0,19,1,7,6,6,3
2625,0,0,2n Cycle,Single,1954,42607,30,156,29,56,30,32,2,3,2,7,3
4637,1,0,PhD,Single,1954,74637,73,960,64,464,146,0,1,6,9,9,3
9972,0,1,PhD,Together,1955,46015,25,38,0,2,0,0,1,1,0,3,7
4483,0,0,Graduation,Single,1993,72354,67,315,26,473,220,12,1,2,10,6,1
4487,0,0,Master,Single,1969,39858,67,15,20,25,2,7,1,2,0,4,6
4988,0,0,PhD,Married,1948,34469,58,19,6,20,0,5,3,1,1,4,4
8931,1,0,Graduation,Together,1986,83033,82,812,99,431,237,149,1,11,4,10,5
5871,0,0,Master,Together,1979,24401,98,73,28,217,10,24,3,6,1,6,8
2008,1,0,Graduation,Married,1978,77583,93,372,23,384,250,12,1,4,5,9,2
3139,0,0,2n Cycle,Single,1982,74116,53,871,111,704,145,55,1,4,4,10,2
10037,0,0,Graduation,Single,1993,74293,66,375,152,335,93,91,1,5,4,6,2
10673,0,0,PhD,Married,1976,68397,6,760,80,466,17,13,1,6,9,5,3
5303,0,0,PhD,Together,1974,79632,42,471,0,510,99,21,1,6,4,9,2
538,0,0,Graduation,Single,1989,46107,78,31,9,27,16,9,1,1,1,4,3
7922,0,0,PhD,Single,1951,64950,29,819,0,72,12,0,2,11,2,10,7
5692,0,0,Basic,Married,1989,25443,82,1,4,3,8,9,1,1,0,3,8
4843,0,0,Graduation,Single,1952,75127,92,203,35,305,46,17,1,2,11,5,1
6383,0,0,PhD,Together,1971,32892,78,26,0,15,2,1,2,3,0,3,8
1628,0,0,Graduation,Together,1971,71796,54,354,21,311,167,75,1,9,3,4,4
1204,1,0,PhD,Married,1970,67536,45,1253,0,447,23,71,3,11,5,11,8
3673,0,0,Graduation,Single,1971,55239,59,371,17,238,23,24,3,7,5,11,5
760,0,0,PhD,Divorced,1975,60554,8,588,7,76,110,15,2,8,4,9,6
8957,0,0,2n Cycle,Single,1952,64831,51,480,86,249,75,86,8,6,3,5,6
4128,0,0,PhD,Together,1962,56067,51,517,12,54,16,6,2,7,4,7,5
6810,0,0,Graduation,Divorced,1983,82025,76,267,98,606,48,70,1,3,2,6,1
5386,1,0,Graduation,Together,1953,94384,62,1111,24,790,160,45,0,5,8,5,2
8700,0,0,Basic,Single,1986,14906,86,7,7,14,7,16,3,2,1,3,7
3202,0,0,PhD,Married,1987,51563,60,1166,0,48,0,0,1,4,4,10,8
1328,0,0,2n Cycle,Married,1982,57937,56,261,42,144,55,48,3,4,4,9,3
8405,0,0,Graduation,Divorced,1979,68274,83,135,25,51,23,25,2,4,2,5,3
6515,0,0,Graduation,Together,1977,39771,92,6,2,18,2,8,1,2,0,3,4
2882,0,0,2n Cycle,Divorced,1975,67893,31,711,28,142,49,18,2,3,2,9,8
7574,0,0,PhD,Together,1979,27922,80,11,0,13,2,4,1,2,0,3,4
6387,0,0,PhD,Together,1976,52190,39,42,0,17,0,0,3,2,1,3,5
5320,0,0,Master,Divorced,1973,44051,20,79,7,58,6,3,4,3,1,4,6
5048,0,0,PhD,Single,1971,42767,53,20,6,43,19,5,1,3,1,2,8
8146,0,0,Master,Together,1976,46106,84,30,0,8,2,0,1,1,1,2,6
10031,0,0,PhD,Married,1976,16927,50,20,2,23,3,1,5,3,0,4,8
5748,0,0,Graduation,Married,1965,59754,96,115,27,44,4,146,3,5,2,6,5
2134,0,0,Graduation,Single,1952,53700,94,263,5,233,69,41,4,5,5,8,5
1523,0,0,Graduation,Married,1973,59041,25,69,2,15,2,2,2,2,0,4,5
9665,0,0,PhD,Divorced,1957,54237,48,267,3,30,4,0,4,5,2,5,6
4640,0,0,Graduation,Divorced,1967,70647,65,561,85,171,25,123,2,4,7,13,2
3635,0,0,PhD,Single,1962,52597,69,492,0,37,7,0,3,6,3,8,5
3547,0,0,Master,Together,1969,41021,12,14,7,9,6,16,2,2,0,3,6
2456,0,0,PhD,Married,1975,40233,84,80,4,46,0,17,5,2,1,5,6
5633,0,0,Graduation,Married,1980,50183,47,97,12,84,13,10,7,3,1,6,5
7801,0,0,Graduation,Together,1959,54753,87,197,107,227,7,59,3,5,2,11,4
10489,1,0,Graduation,Married,1973,92955,35,693,21,925,31,24,1,6,7,9,2
7011,0,0,Graduation,Married,1973,33471,47,43,2,27,0,9,3,3,0,4,7
2620,0,0,PhD,Married,1974,34596,48,14,0,2,0,0,1,1,0,2,8
3933,0,0,Graduation,Together,1980,44010,46,186,36,234,86,72,6,10,2,6,9
10981,0,0,Graduation,Married,1988,84219,27,434,137,400,45,137,1,3,4,10,1
1734,0,0,PhD,Together,1968,40706,37,59,0,11,4,2,4,3,0,4,7
10995,0,0,2n Cycle,Married,1988,15716,8,16,5,30,8,7,3,3,0,4,8
6357,0,0,2n Cycle,Divorced,1959,59052,29,230,35,75,63,57,3,7,1,7,5
9209,0,0,Master,Together,1971,80573,85,829,138,430,60,92,1,4,6,13,2
10286,0,0,Graduation,Married,1962,83715,2,318,8,407,150,35,1,2,8,13,0
2611,0,0,Master,Together,1959,82576,66,1206,55,445,168,18,1,2,4,12,1
1600,0,0,Master,Married,1965,56962,60,292,3,77,10,3,7,6,3,5,7
3308,0,0,Graduation,Married,1952,35704,54,30,9,12,2,11,3,2,0,4,4
